"STOCK LIST AS AT 06.04.26, 11.16AM",,,,,,
,,,,,,
,,,,,,
BIN,Item Code,Description,Desc 2,Total Bal. Qty,Cost,Item Group
B24-01,BTP217536,PROTECTION COVER,S-02189,1,408,S/PARTS
B24-02,BTP260787,COVER UPPER [BT RRB2-7] ,S-01002U @  BTP216365 [SUBSTITUTE],3,157.05,S/PARTS
B25-01,BTP145137,PROTECTION COVER,S-01376,2,25,S/PARTS
B25-02,BTP241608,FITTING FOR HYDRAULIC CIRCUIT[BT]RRE200 HYD FITTING,S-01684 TVH/14596754,9,46.66,S/PARTS
B25-02,BTP241609,FITTING FOR HYDRAULIC CIRCUIT,S-02137 TVH/14596755,7,43.25,S/PARTS
B25-02,BTP7534524,"SLEWING RING, STEERING BEARING RRE250",,0,1600,S/PARTS
B25-02,TVH/12536724,FITTING FOR HYDRAULIC CIRCUIT,,6,47.2,S/PARTS
B25-03,BTP231316,"SLEWING RING, STEERING BEARING RRE160",TVH/14496771,1,3244.5,S/PARTS
B25-04,BTP141846,HANDLE,[TVH3107637],1,112.48,S/PARTS
B25-05,BTP224694,ROLLER-C RRB7,3107527,2,340,S/PARTS
B26-01,BTP177587,POWER STEERING MOTOR[BT-RT] RRB2-8,S-01689T TVH/6831833,0,2000,S/PARTS
B26-01,BTP247454-002B,POWER STEERING MOTOR USED RRE140-160,BTF013671,1,5300,S/PARTS
B26-02,BTP150890,CROWN WHEEL AND PINION[BT]GEAR SET,S-01629T   [4755175],2,2604.13,S/PARTS
B26-03,BTP244156,BEARING THRUST,S-02190 [TVH/17130343] [TVH/14342353],5,1627.84,S/PARTS
B26-04,BTP150879,"SLEWING RING, STEERING BEARING RRE8",TVH/5847808 ( TVH/106545 ) BTP208015,2,1898.18,S/PARTS
B26-04,S-01348,P/S MOTOR[USED] BT,BTP7536534,,500,S/PARTS
B26-05,BTP231338,GEAR WHEEL,S-02049 ,2,1634.87,S/PARTS
B26-06,S-01783,"3/4"" HYDRAULIC SINGLE PIPE CLAMP[BT MAIN HOSE]",S-01783,3,9,S/PARTS
B26-07,BTP111034,GEAR,,1,270.87,S/PARTS
B26-08,BTP7677854,DISPLAY,,1,1750,S/PARTS
B27-01,BTP244567,YOKE (BT) RRE7,S-02191   [TVH/13989096],1,454.77,S/PARTS
B27-02,BTP221166,YOKE (BT) LWE180,S-02192  [TVH/9713430],2,436.33,S/PARTS
B27-03,S-02106,MAST SUPPORT BRACKET RRE200,,2,80,S/PARTS
B27-04,S-02480,NYLON PAD RRE160 [ BLOK ],BTP 7509059,4,60,S/PARTS
B27-05,S-01829,STOPPER,,2,60,S/PARTS
B27-06,S-01861,LINER BASE PLATE @ STOPPER PLATE,,7,80,S/PARTS
B27-07,S-01862,M. S. PLATE,S-01862,16,10,S/PARTS
B27-08,S-01132,SCREW,,3,55,S/PARTS
B27-09,S-01340,CYLINDER MOUNTING BRACKET,S-01340,1,240,S/PARTS
C02-01,TN1060413,"S20/30 VR LAMP, HALOGEN 12V",P-01220U,2,59.33,S/PARTS
C02-01,TN382493,AIR FILTER S20 (LITTER HAWK ELEMENT S20 LPG),,1,62.32,S/PARTS
C02-01,TN390922,"SQUEEZE REAR, 7400",P-00582,1,94.81,S/PARTS
C02-01,TN390923,"SQUEEZE FRONT, 7400",P-00583,1,59.99,S/PARTS
C02-01,TN9006497,CAP SPARK PLUG[S20],P-01227U,3,263.5,S/PARTS
C02-01,TN9006498,IGNITION COIL,,1,561,S/PARTS
C02-01,TN9006499,IGNITION COIL,,1,799,S/PARTS
C02-01,TN9006500,IGNITION COIL,,1,561,S/PARTS
C03-01,S-01048D,FITTING,05-12-6,4,8,S/PARTS
C03-02,S-01787,"FUEL FILTER BRACKET [7FD40-50, TCM FD70Z8]",S-01787J,1,80,S/PARTS
C03-03,S-01778,M.S.PLATE (FILTER BRACKET),,2,70,S/PARTS
C04-01,67502-32881,HYDRAULIC FILTER 7FD45,S-00618K,3,90,S/PARTS
C04-01,TVH/145942,HYDRAULIC FILTER TENNANT   ,S-02293,1,134.59,S/PARTS
C04-02,67501-32881,HYDRAULIC STRAINER,S-00619,2,65,S/PARTS
C04-03,67501-23320,SUCTION FILTER,S-00620K,2,60,S/PARTS
C04-04,67501-23000,HYDRAULIC FILTER [STRAINER] 5FD15-30,,2,60,S/PARTS
C04-04,67501-23001,HYDRAULIC FILTER [STRAINER] 6FBRE,,2,76.57,S/PARTS
C04-04,67502-36760-71,HYDRAULIC FILTER 4.5 TON,S-01757K,4,100,S/PARTS
C04-05,TVH/1970749,HYDRAULIC FILTER,S-01945,1,89.94,S/PARTS
C04-06,TVH/15640922,STRAINER,13381951,1,116.26,S/PARTS
C06-01,17744-23600,AIR FILTER [SMALL] ,S-00749K,4,25,S/PARTS
C06-01,3EB-02-34790,AIR FILTER [NISSAN],S-02050,2,35,S/PARTS
C06-02,17744-30510,AIR FILTER [4.0-5.0 TON],S-00748K,5,35,S/PARTS
C06-03,17741-30510,AIR FILTER [4.5 TON],S-00747K,3,45,S/PARTS
C07-01,57113-23480,FOIL PCB[PLATE] IDZ,S-02220 [7904819],0,137.42,S/PARTS
C07-02,57123-23320T,FOIL PCB[PLATE] LPG,S-00785T,1,87.3,S/PARTS
C07-03,57116-23320-71,GAGE ASSY METER-C 7FD/FG15-30,S-01280U,2,550,S/PARTS
C07-04,S-01573,DISPLAY (METER),LCD-TY6FBR(NEW) 57190-13700,1,600,S/PARTS
C07-05,57110-26621-71,METER ASSY 8FD15-30,S-02167,4,650,S/PARTS
C07-06,57113-26600-71,GLASS -8FD/FG 10 ~ 30,S-01144U,1,288,S/PARTS
C07-07,57480-23320-71,SENSOR ASSY-C 7FD35,S-01504,2,250,S/PARTS
C07-08,45310-13130-71,"SENSOR ASSY, STEERING 7FB,8FBP,8FBR,8FBS",S-01009,3,700,S/PARTS
C07-09,57201-13130-71,"COVER, METER 7FBR",S-01882U,2,380,S/PARTS
C07-10,57113-23320-71,GLASS DASHBOARD 7FD15-50,,3,168,S/PARTS
C07-11,57113-23481-71,PLATE SUB ASSY 7FD35-45,,1,240,S/PARTS
C08-01,TR-996,TIMER RELAY [12V] HEATER PLUG,S-01135K,2,60,S/PARTS
C08-02,115-013-023,STARTER RELAY [24V-SS-124] EPINA,S-02088,2,28,S/PARTS
C08-03,114-011-002,STARTER SWITCH TCM FD50-T9/70 Z8,S-02168,2,40,S/PARTS
C08-03,28300-76003,STARTER RELAY (12V) (BRAND:EPINA),,2,42,S/PARTS
C08-04,114-011-012,STARTER SWITCH [ST 50] ,S-00782,2,30,S/PARTS
C08-05,C08-05,LOOSE PARTS-LOOSE PARTS-DIRECTIONAL SELECTOR SWITCH,LOOSE PARTS,,,S/PARTS
C08-06,57460-12471-71,"SWITCH DIRECTION 8FBE15-30, 8FBN15-30",S-02142,2,400,S/PARTS
C08-07,S-02223,LION DISC HORN 12V,,13,16.5,S/PARTS
C08-08,58650-23060 / TCM23812-42002,HORN 24V HELLA,S-02152 [TCM/FORKLIFT],4,39.25,S/PARTS
C08-09,57590-23344-71,SWITCH IGNITION @ KEY SWITCH [TOYOTA],S-01575U [SUBS FROM 57590-23343-71],22,60,S/PARTS
C08-10,S-01848,REVERSE HORN BUZZER 12V - 24V,BRAND: BLAUPUNKT ,6,22.772,S/PARTS
C08-11,58130-20411-71,HORN 48V [7FB],S-00227U,10,120,S/PARTS
C08-12,DJB-48B V:48V,BUZZER 48V,58120-11500 [S-02312],15,22.3078,S/PARTS
C09-01,27060-78203,ALTERNATOR,BRAND: HPQ HITECH,1,250,S/PARTS
C09-01,27060-UC020,ALTERNATOR [1DZ/14Z] substitute 27060-UC021-,S-01958,9,550,S/PARTS
C09-03,57210-23320-71,FUEL GAUGE 7FD/FG15-30,,3,240,S/PARTS
C09-04,16678-64012,KUBOTA DF972-ES ALTERNATOR ASSY (BRAND NEW SE TAIWAN) 16678-64013,,1,480,S/PARTS
C09-04,67980-31151,KUBOTA DF972-ES STARTER ASSY(BRAND NEW SE TAIWAN) (1G069-63011),,,440,S/PARTS
C09-05,S-02391,METER INDICATOR [TOYOTA FORKLIFT 7FB BDI METER],57110-12400-71 METER ASSY COMBINATION,13,250,S/PARTS
C09-06,57110-12400-71,"METER INDICATOR 7/6FB10-30,6FBR10-18",S-00982,11,1100,S/PARTS
C09-07,TN86859,"SQUEEGEE ASSY, SIDE",S-01915U,4,150,S/PARTS
C10-01,57210-30510-71,"UNIT ASSY, FUEL GAUGE 7FD35-50 [GENUINE]",,2,217.6,S/PARTS
C10-02,23410-26620-71,"COVER ASSY,FUEL TANK-C 8FD/FG 15-30",S-02288  FUEL GAUGE,2,460,S/PARTS
C11-01,57470-13301-71,SWITCH ASSY 5FBE/6FBRE20-B,S-01950U,5,165,S/PARTS
C11-02,57510-13300-71,"SENSOR -ACC [5/6FB,7FB,7FBE,5FBE,6FBRE]",S-00983U [POTENTIOMETER],3,350,S/PARTS
C11-03,14170-13900-71,MOTOR DRIVE SENSOR 7FBR,S-00217,2,350,S/PARTS
C11-04,57450-13900-71,"SWITCH ASSY 7FBR10~30 @ PRESSURE SWITCH, 7FBR",S-01660,9,460,S/PARTS
C11-05,14180-13900-71,SENSOR ASSY 8/7FB15-30-C,TVH/20430330 [7530223],5,216.77,S/PARTS
C11-05,43261-23420-71,P/S JOINT SENSOR 7FBE ,S-01872,5,28,S/PARTS
C11-06,58810-13440-71,SENSOR ASSY 8FD/FBN10-18,57510-26600-71,3,260,S/PARTS
C11-06,58840-12640-71,"SENSOR, 7FBE [POTENTIOMETER]",S-00218U [58860-10920-71],6,105,S/PARTS
C11-07,33410-13500,SENSOR ASSY 8FG/FD/7FB20 @ 6FB (RPM SENSOR),,2,85,S/PARTS
C11-07,33410-13500-71,SENSOR ASSY 8FG/FD/7FB20 @ 6FB (RPM SENSOR),S-00220U,6,300,S/PARTS
C11-08,89452-76001-71,SENSOR 7FBR10-20,S-00219U,11,95,S/PARTS
C11-09,58810-13900-71,SENSOR LOAD WHEEL 7FBR10-18,S-00221U,8,400,S/PARTS
C11-10,S-00833,BTH-1024C BEARING,TVH/14596606,0,375.15,S/PARTS
C11-12,63381-23420-71,"LOWER, ROLLER",S-01263U,4,120,S/PARTS
C11-13,24750-13700-71,CONTACTOR POWER STEERING 7FBR,S-00978U,4,200,S/PARTS
C11-14,24750-13760-71,"CONTACTOR, POWER STEERING 7FBP",24V,1,520,S/PARTS
C11-15,14190-13240-71,DRIVE SPEED SENSOR 8FBE,,3,235,S/PARTS
C12-01,57460-23330-71,"DIRECTION SWITCH,7FD/FG 10-30",S-01845,3,300,S/PARTS
C12-02,57440-23320-71,"SWITCH ASSY,LIGHT CONTROL",S-00224,6,270,S/PARTS
C12-03,57462-10921-71,SWITCH  ASSY DIRECTION 7FB/7FBE LH,S-00575U,6,300,S/PARTS
C12-04,57461-10921-71,SWITCH ASSY-C[7FB/7FBE RH],S-01784U,6,460,S/PARTS
C12-05,57460-23361-71,SWITCH ASSY 7FD45 @ DIRECTION SWITCH,S-00223,2,350,S/PARTS
C12-06,57460-26631-71,"SWITCH,DIRECTION 8FG/8FD",S-01241,5,250,S/PARTS
C12-07,57440-12470-71,SWITCH ASSY LIGHT [8FD/8FG],S-01620,4,120,S/PARTS
C12-08,57430-23470-71,"SWITCH ASSY, LIGHT CONTROL ",S-01409U,5,150,S/PARTS
C13-01,56013-12640-71,WIRE CONTROL VALVE 8FBE,,5,65,S/PARTS
C13-01,67660-13480-71,SENSOR ASSY-C 8FBE20,POTENTIOMETER,3,320,S/PARTS
C13-02,67647-21470-71,BRACKET 8FBE,,3,120,S/PARTS
C13-03,57150-10690,HOUR METER 7FB,,3,301.14,S/PARTS
C13-04,67830-13480-71,POTENTIOMETER 8FBN15-20,S-02169 [58830-13440-71],1,300,S/PARTS
C13-05,24280-13130-71,CURRENT SENSOR (7FB),S-00976,1,255,S/PARTS
C13-06,57530-13201-71,SENSOR ASSY 6FBR/6FBRE ,S-00979U POWER STEERING,4,350,S/PARTS
C13-07,57210-26600-71,FUEL GAUGE 8FD/FG10-30,S-01330U Substituted with 57210-26601-71,2,160,S/PARTS
C13-08,24209-13240-71,CURRENT SENSOR 8FBN,,2,155,S/PARTS
C13-09,24209-13950-71,SENSOR-C 8FBP7-15[7FBR CURRENT SENSOR],S-01799U,4,155,S/PARTS
C13-10,57210-30590-71,"UNIT ASSY, FUEL-C 14Z/15Z 7FD45 [FUEL GAUGE]",S-02170,2,225,S/PARTS
C13-11,57710-13900-71,TIRE ANGLE SENSOR 7FBR10-18,S-00981U,3,190,S/PARTS
C13-12,45190-13900-71,CABLE ASSY SPIRAL 7FBR10-18,S-00980U,7,550,S/PARTS
C14-01,28100-20553,STARTER SUB ASSY 5/6/7/8FG 10-30,BRAND: HPQ HITECH,2,240,S/PARTS
C14-01,28100-20553-71,STARTER SUB ASSY 5/6/7/8FG 10-30,S-01035,13,425,S/PARTS
C14-03,12501-UC020,ALTERNATOR BRACKET 7/8FD15-30,,3,500,S/PARTS
C15-01,53401-13903-71,"FLOOR S ASSY, 7FBR10-30",S-01887U,4,320,S/PARTS
C16-01,61392-13700-71,"ROLLER, 6FBRE",S-01164U,4,140,S/PARTS
C16-02,61356-12900-71,ROLLER 6FBR/6FBRE10-18-B,S-01163U(45X115X34),9,136,S/PARTS
C16-03,S-02039,TO FABRICATE THE MP3 MUSIC OR SOUND PLAYER FOR FORKIFT GOODS VEHICLE REVERSE ALERT PURPOSES 48V,,11,190,S/PARTS
C16-06,59117-L6000,"MAST BEARING 7FBR20-25, 8FBR20-25 [NEED TO SKIMMING REFER TO SIZE AT TRUCK]",50X129X35,4,95,S/PARTS
C16-07,63131-23660,WHEEL CHAIN BEARING,S-02051,2,110,S/PARTS
C16-08,63131-23600,WHEEL CHAIN BEARING,S-01904K,3,95,S/PARTS
C16-09,63131-33310,WHEEL CHAIN BEARING 40x118x37,63131-N3070,2,110,S/PARTS
C17-01,63355-32880,MAST BEARING 45X125X34,S-00255,4,60,S/PARTS
C17-02,S-02037,MAST BEARING 40x121,59117-20H10,5,95,S/PARTS
C17-03,63383-23420-71,"UPPER, ROLLER",S-01568U,2,170,S/PARTS
C17-04,S-02005,MAST BEARING 40x120.5,59117-20H10,5,90,S/PARTS
C17-05,24609-42111,MAST BEARING 45X123.5X34,S-02008,4,85,S/PARTS
C17-06,63355-31960,MAST BEARING 115X44X34 [6FBRE],S-01696,2,65,S/PARTS
C17-07,61821-10480,MAST BEARING,S-02046 [35x114.5x28],8,65,S/PARTS
C17-08,61393-13700,MAST BEARING 6FBRE REAR  60X115X28,S-01289K,2,105,S/PARTS
C17-09,23458-33401,MAST BEARING 30X91.5X24,S-02009,8,65,S/PARTS
C17-10,76451-30170,MAST BEARING [25X72X28],S-00207,6,50,S/PARTS
C17-10,76451-30170-71,ROLLER 6/7/8FD/FG30-C,S-02321,0,110,S/PARTS
C17-12,61236-10480,MAST BEARING 35x95x28,S-01227,6,50,S/PARTS
C17-13,61236-16600-71,BEARING 8FD15,S-01960,4,115,S/PARTS
C17-14,63355-31961-71,ROLLER BEARING 125X45X35,S-02195,11,105,S/PARTS
C17-15,76451-10111,MAST BEARING,S-01753K [25X62X18],4,55,S/PARTS
C18-02,61236-13601,MAST BEARING [1.5TON],S-00262K [35X108X25],15,43,S/PARTS
C18-03,61236-10890,MAST CARRING BEARING 25x80x24,S-00259,4,45,S/PARTS
C18-03,S-02355,ROLLER BEARING NISSAN 1.5 TON [35X98X28],59117-00H00,4,45,S/PARTS
C18-04,HR32305J,TAPERED ROLLER BEARING HR32305J @NSK,S-00243,2,34.5,S/PARTS
C18-05,61236-23601,MAST BEARING [2.5TON],S-00263K [40X120X28],12,44,S/PARTS
C18-05,97600-32015,REAR AXLES BOTTOM BEARING 7FBE15/18 [57085],S-02325,2,163,S/PARTS
C18-06,16007 NSK,DEEP GROOVE BALL BEARING 16007 @NSK,S-02090 35x62x9,4,32,S/PARTS
C18-06,6007DDU C3 ,DEEP GROOVE BALL BEARING 6007DDU C3 @NSK,S-02090 35x62x14,8,18.7,S/PARTS
C18-07,90366-25002-71,DEEP GROOVE BALL BEARING 30205 C3,S-02208,5,49.42,S/PARTS
C18-08,41224-23320-71,BEARING DRIVE PINION 70030A,S-00650 [70030A],3,120,S/PARTS
C18-09,90363-30005-71,"BEARING, ROTOR-C 7FBR/8FB20-25[6006 SPECIAL BEARING]",S-01798U,4,80,S/PARTS
C18-10,TVH/1486011,HYSTER BEARING 35X111X30[ROLLER MAST],S-01802T,1,77.61,S/PARTS
C18-11,61541-11060,MAST BEARING [25X65X21],S-02296,4,55,S/PARTS
C18-12,41115-13310-71,BEARING DR PINION 8FD/FG15-B,P-01230U KOYO30310 DJR/2YD,3,250,S/PARTS
C19-01,S-02196,BEARING PIN 7FBR,7FBR,4,50,S/PARTS
C19-02,S-01793,BEARING PIN,S-01793,2,50,S/PARTS
C19-02,S-02492,BEARING PIN,,2,80,S/PARTS
C19-03,BTP28933,LOCK WASHER,S-02197    [553932],4,6.63,S/PARTS
C19-04,68801-36771-71,CONNECTOR S ASSY-C,S-02198,1,480,S/PARTS
C19-05,56442-30610-71,"BOX, 7FDA50",S-02200,3,120,S/PARTS
C19-06,45283-23320-71,"COVER, STEERING COLUMN",P-00581,1,152,S/PARTS
C19-07,53208-30510-71,"COVER, TILT CYLINDER 7FDA50",P-00798,1,520,S/PARTS
C20-01,52611-13130-71,STEP-C 7FB10-30,S-00320U,4,120,S/PARTS
C20-02,52041-10920-71,"BRACKET S ASSY-C 7FBE15-20 @ BRACKET, FAN",S-01857U,1,270,S/PARTS
C21-01,51111,BEARING 51111 ,THRUST BEARING,1,32.3,S/PARTS
C21-02,33206JR,BEARING 33206 @NSK,S-01982,2,50,S/PARTS
C21-03,HR32212J,TAPERED ROLLER BEARING HR32212J @NSK,S-00241,2,87,S/PARTS
C21-04,HR30207J,TAPERED ROLLER BEARING HR30207J @NSK,S-01434,3,29.2,S/PARTS
C21-05,61433-13900,MAST ROLLER[40X28X121.20],S-01572T,4,91.16,S/PARTS
C21-06,HR32211J,TAPERED ROLLER BEARING HR32211J @NSK,S-02003,2,70.6,S/PARTS
C21-07,HR32210J,TAPERED ROLLER BEARING HR32210J @NSK,S-00244,2,56.6,S/PARTS
C21-08,HR32012XJ,TAPERED ROLLER BEARING HR32012XJ  @NSK,S-01533 [7FBE15 FRONT WHEEL HUB BEARING],4,67.1,S/PARTS
C21-09,HR32206J,TAPERED ROLLER BEARING HR32206J @NSK ,S-01469,2,30.6,S/PARTS
C21-10,6207ZZNR,DEEP GROOVE BALL BEARING 6207ZZNR @NSK,S-02147,2,30,S/PARTS
C21-11,6407 C3 FAG-USJ,DEEP GROOVE BALL BEARING 6407 C3,S-02332 [35X100X25],2,82,S/PARTS
C21-13,6011DDU C3,DEEP GROOVE BALL BEARING 6011DDU C3 @NSK,,5,41.3,S/PARTS
C21-14,90363-35009-71,DRIVE BEARING,S-02234,4,88,S/PARTS
C21-15,S-00252,BEARING 32305CR / 32305X-N,32305CR - NTN,1,62,S/PARTS
C21-16,3994/20,BEARING 3994/20,,2,115,S/PARTS
C22-01,61451-13900,"BEARING, MAST SIDE ROLLER 7FBR",25X58X21 /15 REACH LINER BEARING,5,40,S/PARTS
C22-01,61451-13900-71,"BEARING, MAST SIDE ROLLER 7FBR",S-01186U 25X58X21 /15 REACH LINER BEARING,3,55,S/PARTS
C22-02,41214-20541-71,BEARING ,S-02209,5,55,S/PARTS
C22-03,TVH/6066486,BALL BEARING,S-00258T,4,130.34,S/PARTS
C22-04,90366-28002-71,BEARING 323/28 [7FBR],S-00247,8,105,S/PARTS
C22-05,TVH/2254382,ROLLER BEARING,S-00257,4,91.57,S/PARTS
C22-06,HR32204J,TAPERED ROLLER BEARING HR32204J @NSK,S-00246,3,20.28,S/PARTS
C22-07,GE25-DO-2RS,BEARING [SPHERICAL PLAIN],25X42X20,4,78.5,S/PARTS
C22-08,61554-34030-71,ROLLER BEARING,S-00248U [25X62X30],5,120,S/PARTS
C22-09,HR33205J,TAPERED ROLLER BEARING HR33205J @NSK,S-00261,2,48.5,S/PARTS
C22-10,HR32207J,TAPERED ROLLER BEARING HR32207J @NSK,S-00245,3,34.5,S/PARTS
C22-11,HR30304J,TAPERED ROLLER BEARING HR30304J @NSK,S-00249,1,17.7,S/PARTS
C22-12,61338-12900,ROLLER SIDE 6FBRE [45X22X25MM],45X22X25 ,4,50.98,S/PARTS
C22-12,BTP28198,BALL JOINT BEARING,,2,34.22,S/PARTS
C22-12,GE20-2RS,BEARING GE20-2RS @NIS,PLAIN,3,35,S/PARTS
C22-12,GE30ES-2RS,BEARING GE30ES-2RS @NIS,30X47X18,2,48,S/PARTS
C22-13,32008X,BEARING 32008X,S-01622K,3,42,S/PARTS
C22-14,HR30312J,TAPERED ROLLER BEARING HR30312J @KOYO,S-01595,2,135,S/PARTS
C22-15,97600-33113,BEARING,S-01610K,0,145,S/PARTS
C22-16,HC32307JR,REAR AXLE HUB BEARING 4.5 TON,S-02201,2,62,S/PARTS
C22-17,30310JR,REAR AXLE HUB BEARING 4.5 TON,S-02202 [43826-31960],2,80,S/PARTS
C23-01,6313DDU C3,DEEP GROOVE BALL BEARING 6313DDU C3 @NSK,65X140X33,2,142.7,S/PARTS
C23-02,HR30311J,TAPERED ROLLER BEARING HR30311J @NSK,S-02203,2,114.6,S/PARTS
C23-03,HR30310DJ,TAPERED ROLLER BEARING HR30310DJ @NSK,S-02210,1,99,S/PARTS
C23-04,30306DDU C3,TAPRERED ROLLER BEARING 30306DDU C3 @KOYO,S-00806,2,37,S/PARTS
C23-05,NUP 2206 M,CYLINDRICAL ROLLER BEARING NUP 2206 M ,30X62X20,1,178,S/PARTS
C23-06,6307 C3,DEEP GROOVE BALL BEARING 6307DDU C3 @NSK,35X80X21,,22.3,S/PARTS
C23-07,67320-31701-71,HYD PUMP COUPLING @ JOINT CROSS BEARING,7FD 35-50 @ 64371-10900,2,28,S/PARTS
C23-08,59117-L1400,ROLLER BEARING[35X28X97],S-00780KM,4,60,S/PARTS
C23-09,HR30216J,TAPERED ROLLER BEARING HR30216J @NSK,S-02136,2,105,S/PARTS
C23-10,HR30309DJ,TAPERED ROLLER BEARING HR30309DJ @NSK,S-00256,1,80.9,S/PARTS
C23-11,22658-22101,MAST BEARING,S-01141K,1,165,S/PARTS
C23-12,63381-31620,MAST BEARING [4.5TON],S-01466 [55X150X45],10,160,S/PARTS
C23-13,6214DDU C3,DEEP GROOVE BALL BEARING 6214DDU C3 @NSK,70X125X24 ,2,107.6,S/PARTS
C23-14,97600-30217,TAPERED ROLLER BEARING HR30217J @NSK,S-01457K,2,138,S/PARTS
C23-15,BTP7587113,TAPERED ROLLER BEARING LOAD WHEEL 8FBRE,,2,151.25,S/PARTS
C24-01,6202/C3,BEARING [6202/C3] SKF,S-01725,25,6,S/PARTS
C24-02,6204/C3,BEARING [6204/C3] SKF,S-01727,13,8.4,S/PARTS
C24-03,6205/C3,BEARING [6205/C3] SKF,S-01728,7,9.6,S/PARTS
C24-04,6303 2RSR C3,DEEP GROOVE BALL BEARING 6303-2RS ,S-00290,3,5,S/PARTS
C24-05,6304 2RS,DEEP GROOVE BALL BEARING 6304 2RS @TSSB,S-01335,31,6.8,S/PARTS
C24-06,6005ZZ,WHEEL BEARING 6005ZZ  25X47X12,S-00266,25,4.2,S/PARTS
C24-07,6205 2RS,DEEP GROOVE BALL BEARING 6205 2RS,S-00318,22,5.5,S/PARTS
C24-08,6204 2RS,DEEP GROOVE BALL BEARING 6204 2RS @TSSB,S-00317 ,48,4.7,S/PARTS
C24-09,TVH/179385,THRUST BEARING ,S-00314,6,,S/PARTS
C24-10,6006 2RS C3,DEEP GROOVE BALL BEARING 6006 2RS C3,6006 2RS KCB ,49,5,S/PARTS
C24-11,6902DDU CM,DEEP GROOVE BALL BEARING 6902DDU CM,S-02094,2,12.1,S/PARTS
C25-01,C25-01,EMPTY BIN,EMPTY BIN,,,S/PARTS
C26-01,6012 2RSR C3,DEEP GROOVE BALL BEARING 6012 2RSR C3  60X95X18,S-00285,5,39.5,S/PARTS
C26-02,6010DDU C3,DEEP GROOVE BALL BEARING 6010DDU C3   @NSK,50X80X16,4,35.3,S/PARTS
C26-03,6207DDU C3,DEEP GROOVE BALL BEARING 6207DDU C3 @NSK, 35X72X17,3,21.3,S/PARTS
C26-04,6008DDU C3,DEEP GROOVE BALL BEARING 6008DDU C3  @NSK,40X68X15,6,23.5,S/PARTS
C26-05,6206DDU C3,DEEP GROOVE BALL BEARING 6206DDU C3  @NSK,30X62X16 [14113-12910],9,16.2,S/PARTS
C26-06,6006DDU C3,DEEP GROOVE BALL BEARING 6006DDU C3  @NSK,30X55X13,8,14.3,S/PARTS
C26-07,6205DDU C3,DEEP GROOVE BALL BEARING 6205DDU C3 @NSK,25X52X15,11,12.1,S/PARTS
C26-08,6005DDU C3,DEEP GROOVE BALL BEARING 6005DDU C3 @NSK ,24X47X12,9,12.3,S/PARTS
C26-09,6204DDU C3,DEEP GROOVE BALL BEARING 6204DDU C3 @NSK ,20X47X14,15,10.5,S/PARTS
C26-10,6004DDU C3,DEEP GROOVE BALL BEARING 6004DDU C3 @NSK,20X42X12,9,9.9,S/PARTS
C26-11,6203DDU C3,DEEP GROOVE BALL BEARING 6203DDU C3 @NSK,6FBRE STEERING SPOCKET  12X40X12,12,8.9,S/PARTS
C26-12,6003 2RSR C3,DEEP GROOVE BALL BEARING 6003 2RSR C3,S-00273,2,7.7,S/PARTS
C26-12,6003DDU C3,DEEP GROOVE BALL BEARING 6003DDU C3  @NSK ,17X35X10,12,9.1,S/PARTS
C26-13,6202DDU C3,DEEP GROOVE BALL BEARING 6202DDU C3 @NSK,15X35X11,9,7.8,S/PARTS
C26-14,6002DDU C3,DEEP GROOVE BALL BEARING 6002DDU C3  @NSK ,15X32X9,13,8.7,S/PARTS
C26-15,6201DDU C3,DEEP GROOVE BALL BEARING 6201DDU C3 @NSK,EP/RT  12X32X10,8,7.2,S/PARTS
C26-16,6000DDU C3,DEEP GROOVE BALL BEARING 6000DDU C3 EP @NSK ,10X26X8,10,7.6,S/PARTS
C26-16,6001DDU C3,DEEP GROOVE BALL BEARING 6001DDU C3  @NSK,11X28X8,11,7.7,S/PARTS
C26-17,6200DDU C3,DEEP GROOVE BALL BEARING 6200DDU C3  @NSK,10X30X9,6,6.6,S/PARTS
C26-18,R6ZZMC3,DEEP GROOVE BALL BEARING R6ZZMC3  @NSK,10X22X7,11,25,S/PARTS
C27-01,63/22,BEARING 63/22 @KOYO ,22X56X16,3,35.5,S/PARTS
C27-02,6305DDU C3,DEEP GROOVE BALL BEARING 6305DD C3  @NSK,25X62X17,6,17.8,S/PARTS
C27-02,6305ZZNR,DEEP GROOVE BALL BEARING 6305ZZNR  @NSK,25X67X17 [14114-12410],2,100.66,S/PARTS
C27-03,63/28,BEARING 63/28 @KOYO,27X67X18,3,37.5,S/PARTS
C27-04,6304DDU C3,DEEP GROOVE BALL BEARING 6304DDU C3  @NSK,20X52X15,21,14.1,S/PARTS
C27-05,62/28,BEARING 62/28 @KOYO,28X68X16,4,22.5,S/PARTS
C27-06,6303DDU C3,DEEP GROOVE BALL BEARING 6303DDU C3 ,S-00264 WHEEL BEARING,20,10.5,S/PARTS
C27-07,6309DDU C3,DEEP GROOVE BALL BEARING 6309 DDU C3 @NSK,45X100X25 [42617-11500],2,60,S/PARTS
C27-08,6302DDU C3,DEEP GROOVE BALL BEARING 6302DDU C3 @NSK,15X42X13 POWER STEERING MOTOR,10,10.3,S/PARTS
C27-09,6308 2RSR C3,DEEP GROOVE BALL BEARING 6308 2RSR C3  @NSK,40X90X23,4,35,S/PARTS
